"UID","Plate.x","Depth.x","ID.y","Subplot","Depth.y","Zone","Sampling_date","Dominant_plant_species_1","Subdominant_plant_species_1","Plate.y","Date","Inc_start","Inc_end","Crucible_ID","ID.x","Blank","Standard","Sub_ctrl","Hom_ctrl","Quench","Assay","n","ID_num","Plot","EEA_g","EEA_buffer","Crucible_weight","Crucible_FW","Crucible_DW_105","Crucible_LOI_550","LOI_g","OM_.","OM_g","Enzyme","Inc_time","Total_g","Quench_coeff","Emission_coeff","Net_fluorescence","Activity_OM","Treatment","Layer"
"Plate_011-1","Plate_011","0-5 cm","132(G5)0-5","(G5)","0-5","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_011-1","29.06.2023",2025-07-08 14:00:00,2025-07-08 10:50:00,"175",1,213.5,169446.75,991.75,4275.25,781216.5,4785838.25,5,211,"132",2.01,22.01,17.5274,19.9731,18.9237,18.7926,0.1311,0.053604285,0.107744613,"GLU",20.8333333333333,24.02,4.58516466087429,33889.35,1041841.68209059,1507.21153184879,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_011-2","Plate_011","5-10 cm","132(G5)5-10","(G5)","5-10","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_011-2","29.06.2023",2025-07-08 14:00:00,2025-07-08 10:50:00,"33",2,213.5,169446.75,991.75,3313.5,1313783,979815.75,5,212,"132",2.02,22.02,17.7668,20.3377,19.3434,19.2567,0.0867,0.033723599,0.068121669,"GLU",20.8333333333333,24.04,7.73381313008364,33889.35,125272.258914505,286.770812088265,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_011-3","Plate_011","20-30 cm","132(G5)20-30","(G5)","20-30","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_011-3","29.06.2023",2025-07-08 14:00:00,2025-07-08 10:50:00,"63",3,213.5,169446.75,991.75,3540.75,1157136.5,275688.75,5,213,"132",2.01,22,16.7843,19.4013,18.40475,18.3086,0.09615,0.036740543,0.073848491,"GLU",20.8333333333333,24.01,6.80801343194839,33889.35,38982.9067365561,82.2438205517548,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_011-4","Plate_011","40-50 cm","132(G5)40-50","(G5)","40-50","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_011-4","29.06.2023",2025-07-08 14:00:00,2025-07-08 10:50:00,"153",4,206,181813.5,1034,3614,1083802.25,1079379.75,5,214,"132",2.02,22.01,17.107,19.959,18.9603,18.8672,0.0931,0.032643759,0.065940393,"GLU",20.8333333333333,24.03,5.94118836060029,36362.7,180035.1203016,396.625710774195,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_011-5","Plate_011","60-80 cm","132(G5)60-80","(G5)","60-80","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_011-5","29.06.2023",2025-07-08 14:00:00,2025-07-08 10:50:00,"7",5,206,181813.5,1034,3375,1490880.75,368984,5,215,"132",2.02,22.02,18.7191,21.5145,20.6905,20.6065,0.084,0.030049367,0.060699721,"GLU",20.8333333333333,24.04,8.18149229842668,36362.7,43653.3243491664,104.520880784804,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_011-6","Plate_011","80-100 cm","132(G5)80-100","(G5)","80-100","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_011-6","29.06.2023",2025-07-08 14:00:00,2025-07-08 10:50:00,"136",6,206,181813.5,1034,3015.25,1551384.25,164683,5,216,"132",2.02,22,19.0896,21.5331,20.7611,20.6751,0.086,0.035195416,0.071094741,"GLU",20.8333333333333,24.02,8.51624879340643,36362.7,17949.4461065967,36.6599083269752,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_012-1","Plate_012","0-5 cm","391(G5)0-5","(G5)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_012-1","29.06.2023",2025-07-08 14:20:00,2025-07-08 11:00:00,"159",1,307.5,188181.25,1176.5,5224.75,670264.25,4001182.5,5,619,"391",2.03,22.03,22.434,25.8911,24.3924,24.1707,0.2217,0.064128894,0.130181655,"GLU",20.6666666666667,24.06,3.53403699890398,37636.25,1129529.75781204,1228.7275915263,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_012-2","Plate_012","5-10 cm","391(G5)5-10","(G5)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_012-2","29.06.2023",2025-07-08 14:20:00,2025-07-08 11:00:00,"175",2,307.5,188181.25,1176.5,5918.5,605696.25,2925958.25,5,620,"391",2.04,22.03,17.5289,19.7488,18.6375,18.5113,0.1262,0.056849408,0.115972792,"GLU",20.6666666666667,24.07,3.18723438174632,37636.25,914990.74729233,1117.29617404332,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_012-3","Plate_012","20-30 cm","391(G5)20-30","(G5)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_012-3","29.06.2023",2025-07-08 14:20:00,2025-07-08 11:00:00,"167",3,307.5,188181.25,1176.5,4696.75,1149879.25,1905408.5,5,621,"391",2.03,22,21.3426,24.2077,23.379,23.2992,0.0798,0.027852431,0.056540435,"GLU",20.6666666666667,24.03,6.08552924374772,37636.25,311156.52377978,778.279643281965,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_012-4","Plate_012","40-50 cm","391(G5)40-50","(G5)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_012-4","29.06.2023",2025-07-08 14:20:00,2025-07-08 11:00:00,"165",4,703.25,2098340.75,3165,4267,997554.75,546613.75,5,622,"391",2.03,22,22.0393,25.228,24.4138,24.3238,0.09,0.028224668,0.057296077,"GLU",20.6666666666667,24.03,0.473368183885291,419668.15,1142553.63607002,252.911134305499,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_012-5","Plate_012","60-80 cm","391(G5)60-80","(G5)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_012-5","29.06.2023",2025-07-08 14:20:00,2025-07-08 11:00:00,"174",5,703.25,2098340.75,3165,4135.75,1062091,439207,5,623,"391",2.02,22.02,16.4582,19.1256,18.4604,18.3941,0.0663,0.024855665,0.050208443,"GLU",20.6666666666667,24.04,0.504186581707475,419668.15,859752.15365885,217.373897525322,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_012-6","Plate_012","80-100 cm","391(G5)80-100","(G5)","80-100","High marsh","15.09.2022","Elymus athericus","","Plate_012-6","29.06.2023",2025-07-08 14:20:00,2025-07-08 11:00:00,"182",6,703.25,2098340.75,3165,4621.25,988824.5,449943.5,5,624,"391",2.04,22.02,22.1578,24.8148,24.1392,24.0657,0.0735,0.027662778,0.056432066,"GLU",20.6666666666667,24.06,0.469038810784187,419668.15,946270.824416031,212.863095555204,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_013-1","Plate_013","0-5 cm","381(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_013-1","04.07.2023",2025-07-08 14:00:00,2025-07-08 10:30:00,"83",1,262,1031256.75,2540.75,7298.75,1354983.75,4624580.75,5,541,"381",2,22.01,17.0559,19.2553,18.4192,18.2519,0.1673,0.0760662,0.1521324,"GLU",20.5,24.01,1.30683750676056,206251.35,3530631.4891757,604.0460651773,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_013-2","Plate_013","5-10 cm","381(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_013-2","04.07.2023",2025-07-08 14:00:00,2025-07-08 10:30:00,"153",2,262,1031256.75,2540.75,6615.25,1248757,3482301.25,5,542,"381",2.02,22.02,17.1085,20.0978,18.8795,18.7127,0.1668,0.055799016,0.112714013,"GLU",20.5,24.04,1.20449320695355,206251.35,2883059.58376263,666.058482570195,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_013-3","Plate_013","20-30 cm","381(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_013-3","04.07.2023",2025-07-08 14:00:00,2025-07-08 10:30:00,"121",3,262,1031256.75,2540.75,5152.75,1215241.75,2019008.5,5,543,"381",2.05,22.24,19.5245,22.1583,21.2361,21.1318,0.1043,0.039600577,0.081181183,"GLU",20.5,24.29,1.17341195584902,206251.35,1713698.58092013,555.17920123252,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_013-4","Plate_013","40-50 cm","381(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_013-4","04.07.2023",2025-07-08 14:00:00,2025-07-08 10:30:00,"125",4,260.5,1131413.5,1424.25,6508.25,1476820,3533578.75,5,544,"381",2.04,22.01,19.1326,22.2419,21.4013,21.2979,0.1034,0.033255073,0.06784035,"GLU",20.5,24.05,1.29953527158727,226282.7,2712677.15002741,948.625649216885,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_013-5","Plate_013","60-80 cm","381(C2)60-80","(C2)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_013-5","04.07.2023",2025-07-08 14:00:00,2025-07-08 10:30:00,"13",5,260.5,1131413.5,1424.25,5425.5,1609456.25,2609708.5,5,545,"381",2.02,22.01,18.0468,20.5399,19.835,19.7639,0.0711,0.028518712,0.057607798,"GLU",20.5,24.03,1.41772283077761,226282.7,1835523.6663791,755.898610699166,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_014-1","Plate_014","0-5 cm","120(A2)0-5","(A2)","0-5","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_014-1","04.07.2023",2025-07-08 14:30:00,2025-07-08 10:35:00,"66",1,264.75,1083774.25,1519.75,4697.75,1294227.5,976441,5,73,"120",2.02,22.13,16.8844,19.3183,18.2354,18.1233,0.1121,0.046057767,0.09303669,"GLU",20.0833333333333,24.15,1.18985088453615,216754.85,815173.553866245,222.711492665871,"ambient","Topsoil
(0-30 cm)"
"Plate_014-2","Plate_014","5-10 cm","120(A2)5-10","(A2)","5-10","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_014-2","04.07.2023",2025-07-08 14:30:00,2025-07-08 10:35:00,"114",2,264.75,1083774.25,1519.75,3941,1143744.75,317541,5,74,"120",2.04,22.26,17.3211,19.9803,18.9918,18.8907,0.1011,0.038018953,0.077558664,"GLU",20.0833333333333,24.3,1.05169849717319,216754.85,296664.568835589,97.7970839350891,"ambient","Topsoil
(0-30 cm)"
"Plate_014-3","Plate_014","20-30 cm","120(A2)20-30","(A2)","20-30","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_014-3","04.07.2023",2025-07-08 14:30:00,2025-07-08 10:35:00,"132",3,264.75,1083774.25,1519.75,3722.25,1561677.25,1734506,5,75,"120",2.03,22.07,18.1636,21.2119,20.1008,19.9991,0.1017,0.033362858,0.067726602,"GLU",20.0833333333333,24.1,1.43752723410803,216754.85,1202480.91790661,450.07679670831,"ambient","Topsoil
(0-30 cm)"
"Plate_014-4","Plate_014","40-50 cm","120(A2)40-50","(A2)","40-50","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_014-4","04.07.2023",2025-07-08 14:30:00,2025-07-08 10:35:00,"26",4,287.75,1171991.25,1573,4494.25,1702520.25,564777.75,5,76,"120",2.02,22.02,20.2944,22.8833,21.897,21.8072,0.0898,0.034686546,0.070066824,"GLU",20.0833333333333,24.04,1.44883846189125,234398.25,385139.193758738,128.558987169625,"ambient","Subsoil
(40-100 cm)"
"Plate_014-5","Plate_014","60-80 cm","120(A2)60-80","(A2)","60-80","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_014-5","04.07.2023",2025-07-08 14:30:00,2025-07-08 10:35:00,"86",5,287.75,1171991.25,1573,3846,1737012.25,227047.75,5,77,"120",2.04,22,17.1944,20.2177,19.2393,19.1381,0.1012,0.033473357,0.068285648,"GLU",20.0833333333333,24.04,1.47882183420738,234398.25,149359.143979083,51.1098850905492,"ambient","Subsoil
(40-100 cm)"
"Plate_014-6","Plate_014","80-100 cm","120(A2)80-100","(A2)","80-100","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_014-6","04.07.2023",2025-07-08 14:30:00,2025-07-08 10:35:00,"13",6,287.75,1171991.25,1573,4078,1703053.5,79356,5,78,"120",2,22.15,18.0471,21.1072,20.1902,20.112,0.0782,0.02555472,0.051109441,"GLU",20.0833333333333,24.15,1.44964862152341,234398.25,50355.4458884192,23.1792237825254,"ambient","Subsoil
(40-100 cm)"
"Plate_015-1","Plate_015","0-5 cm","130(A2)0-5","(A2)","0-5","Pioneer zone","14.09.2022","Puccinellia maritima","Salicornia europaea","Plate_015-1","04.07.2023",2025-07-08 14:50:00,2025-07-08 10:40:00,"130",1,259.75,1121053.25,2859.75,5914.5,1495556.25,6711707.75,5,145,"130",2.05,22.08,20.3812,22.4961,21.7228,21.6506,0.0722,0.03413873,0.069984396,"GLU",19.8333333333333,24.13,1.32878768247628,224210.65,5043690.07766196,1789.22228312711,"ambient","Topsoil
(0-30 cm)"
"Plate_015-2","Plate_015","5-10 cm","130(A2)5-10","(A2)","5-10","Pioneer zone","14.09.2022","Puccinellia maritima","Salicornia europaea","Plate_015-2","04.07.2023",2025-07-08 14:50:00,2025-07-08 10:40:00,"45",2,259.75,1121053.25,2859.75,3618.5,1671376,4459544,5,146,"130",2.04,22.15,18.7158,20.8663,20.2211,20.1413,0.0798,0.037107649,0.075699605,"GLU",19.8333333333333,24.19,1.48767018872654,224210.65,2992377.72519221,984.497428408217,"ambient","Topsoil
(0-30 cm)"
"Plate_015-3","Plate_015","20-30 cm","130(A2)20-30","(A2)","20-30","Pioneer zone","14.09.2022","Puccinellia maritima","Salicornia europaea","Plate_015-3","04.07.2023",2025-07-08 14:50:00,2025-07-08 10:40:00,"112",3,259.75,1121053.25,2859.75,4223.5,1485499.5,1824853.75,5,147,"130",2.04,22.11,17.4072,20.2772,19.3519,19.278,0.0739,0.025749129,0.052528223,"GLU",19.8333333333333,24.15,1.32132528048958,224210.65,1375022.19692334,650.764416790392,"ambient","Topsoil
(0-30 cm)"
"Plate_015-4","Plate_015","40-50 cm","130(A2)40-50","(A2)","40-50","Pioneer zone","14.09.2022","Puccinellia maritima","Salicornia europaea","Plate_015-4","04.07.2023",2025-07-08 14:50:00,2025-07-08 10:40:00,"161",4,263.75,1065538.5,2726.25,4093,1970205,2229981.75,5,148,"130",2.03,22.07,17.7948,20.553,19.6276,19.5392,0.0884,0.032049888,0.065061272,"GLU",19.8333333333333,24.1,1.84518156781759,213107.7,1203598.80159517,482.988378899195,"ambient","Subsoil
(40-100 cm)"
"Plate_015-5","Plate_015","60-80 cm","130(A2)60-80","(A2)","60-80","Pioneer zone","14.09.2022","Puccinellia maritima","Salicornia europaea","Plate_015-5","04.07.2023",2025-07-08 14:50:00,2025-07-08 10:40:00,"171",5,263.75,1065538.5,2726.25,4214.25,1515523.25,781882.5,5,149,"130",2,22.15,19.2359,21.3388,20.628,20.563,0.065,0.030909696,0.061819392,"GLU",19.8333333333333,24.15,1.41835231669245,213107.7,545563.650081734,231.243523892201,"ambient","Subsoil
(40-100 cm)"
"Plate_015-6","Plate_015","80-100 cm","130(A2)80-100","(A2)","80-100","Pioneer zone","14.09.2022","Puccinellia maritima","Salicornia europaea","Plate_015-6","04.07.2023",2025-07-08 14:50:00,2025-07-08 10:40:00,"126",6,263.75,1065538.5,2726.25,3602.25,1747420.5,189287.75,5,150,"130",2.06,22.3,19.5333,21.6641,21.0304,20.9715,0.0589,0.0276422,0.056942932,"GLU",19.8333333333333,24.36,1.63656052784578,213107.7,110734.570324452,51.3007145178278,"ambient","Subsoil
(40-100 cm)"
"Plate_016-1","Plate_016","0-5 cm","372(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_016-1","04.07.2023",2025-07-08 15:15:00,2025-07-08 10:40:00,"106",1,254,1112691,2518.75,7745,1384521,6354105.25,5,493,"372",2.04,22.03,21.0275,24.1364,22.9024,22.6404,0.262,0.084274181,0.171919328,"GLU",19.4166666666667,24.07,1.2373390276366,222538.2,5126520.34781457,760.156889785039,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_016-2","Plate_016","5-10 cm","372(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_016-2","04.07.2023",2025-07-08 15:15:00,2025-07-08 10:40:00,"80",2,254,1112691,2518.75,6898.25,1503971.5,4136853.75,5,494,"372",2.03,22,22.7209,24.7548,24.0473,23.909,0.1383,0.067997443,0.13803481,"GLU",19.4166666666667,24.03,1.34545282562724,222538.2,3067046.69394237,565.646631714113,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_016-3","Plate_016","20-30 cm","372(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_016-3","04.07.2023",2025-07-08 15:15:00,2025-07-08 10:40:00,"105",3,254,1112691,2518.75,5646,744882,1949995.75,5,495,"372",2.04,22.03,22.3817,24.5711,23.8192,23.7467,0.0725,0.033114095,0.067552754,"GLU",19.4166666666667,24.07,0.664367735516869,222538.2,2924098.01065188,1103.45371664955,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_016-4","Plate_016","40-50 cm","372(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_016-4","04.07.2023",2025-07-08 15:15:00,2025-07-08 10:40:00,"180",4,247.75,1204923.75,2572.25,5179.75,1919664,3480753.5,5,496,"372",2,22.06,19.1436,21.5887,21.0248,20.958,0.0668,0.027319946,0.054639892,"GLU",19.4166666666667,24.06,1.58888415138302,240984.75,2184858.31060741,942.594112379057,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_016-5","Plate_016","60-80 cm","372(C2)60-80","(C2)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_016-5","04.07.2023",2025-07-08 15:15:00,2025-07-08 10:40:00,"15",5,247.75,1204923.75,2572.25,4549.5,1452361.5,1147006,5,497,"372",2.05,22.09,17.3137,19.9935,19.223,19.1299,0.0931,0.034741399,0.071219867,"GLU",19.4166666666667,24.14,1.20157976801437,240984.75,948223.136550101,314.275752080032,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_016-6","Plate_016","80-100 cm","372(C2)80-100","(C2)","80-100","High marsh","15.09.2022","Elymus athericus","","Plate_016-6","04.07.2023",2025-07-08 15:15:00,2025-07-08 10:40:00,"115",6,247.75,1204923.75,2572.25,5936.75,1956125,2523742.25,5,498,"372",2.05,22.01,16.8856,20.2101,19.2441,19.1464,0.0977,0.029387878,0.06024515,"GLU",19.4166666666667,24.06,1.61851590193985,240984.75,1553053.80037264,606.303705007209,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_017-3","Plate_017","20-30 cm","390(A6)20-30","(A6)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_017-3","05.07.2023",2025-07-08 11:15:00,2025-07-08 14:00:00,"29",3,217.5,432946,969,5375,1511956.25,2805750.5,5,585,"390",2.03,22.03,20.9324,23.7073,22.9852,22.8822,0.103,0.037118455,0.075350463,"GLU",26.75,24.06,3.47983639992054,86589.2,803774.43565805,507.277093528548,"ambient","Topsoil
(0-30 cm)"
"Plate_017-6","Plate_017","80-100 cm","390(A6)80-100","(A6)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex portulacoides, Atriplex prostrata","Plate_017-6","05.07.2023",2025-07-08 11:15:00,2025-07-08 14:00:00,"145",6,201.75,462735.25,933.25,3181,1500598,169768.75,5,588,"390",2.04,22.01,19.6449,22.2745,21.6928,21.6527,0.0401,0.015249468,0.031108914,"GLU",26.75,24.05,3.23601238505171,92547.05,50546.0801686755,72.2281202100699,"ambient","Subsoil
(40-100 cm)"
"Plate_018-1","Plate_018","0-5 cm","132(C2)0-5","(C2)","0-5","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_018-1","05.07.2023",2025-07-08 11:30:00,2025-07-08 10:10:00,"16",1,233.25,441139,904.25,4035,1133187.75,587120.5,5,205,"132",2.03,22.01,17.0155,20.2286,18.931,18.8036,0.1274,0.039650182,0.08048987,"GLU",22.6666666666667,24.04,2.5596302979333,88227.8,226896.421241778,155.125558775179,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_018-2","Plate_018","5-10 cm","132(C2)5-10","(C2)","5-10","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_018-2","05.07.2023",2025-07-08 11:30:00,2025-07-08 10:10:00,"134",2,233.25,441139,904.25,2536,909613,405071.5,5,206,"132",2.01,22.06,19.4385,21.8784,20.8951,20.7938,0.1013,0.041518095,0.083451371,"GLU",22.6666666666667,24.07,2.05621584126545,88227.8,194860.947369683,128.787507492647,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_018-3","Plate_018","20-30 cm","132(C2)20-30","(C2)","20-30","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_018-3","05.07.2023",2025-07-08 11:30:00,2025-07-08 10:10:00,"7",3,233.25,441139,904.25,3436,1394767,439204.25,5,207,"132",2.03,22.02,17.2223,19.8792,18.8745,18.7901,0.0844,0.031766344,0.064485679,"GLU",22.6666666666667,24.05,3.153951475612,88227.8,137261.556725179,117.187112655252,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_018-4","Plate_018","40-50 cm","132(C2)40-50","(C2)","40-50","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_018-4","05.07.2023",2025-07-08 11:30:00,2025-07-08 10:10:00,"104",4,207.5,460451.25,949,3927.75,1526776.75,589881.25,5,208,"132",2.01,22.04,17.6084,20.7539,19.6023,19.4964,0.1059,0.033667144,0.067670959,"GLU",22.6666666666667,24.05,3.30729691796906,92090.25,176220.91081642,137.478693113699,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_018-5","Plate_018","60-80 cm","132(C2)60-80","(C2)","60-80","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_018-5","05.07.2023",2025-07-08 11:30:00,2025-07-08 10:10:00,"29",5,207.5,460451.25,949,3854,1958770.75,321575.25,5,209,"132",2,22,20.9329,23.1351,22.28,22.1987,0.0813,0.036917628,0.073835256,"GLU",22.6666666666667,24,4.24565412733704,92090.25,73885.4637765585,52.7334996211669,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_018-6","Plate_018","80-100 cm","132(C2)80-100","(C2)","80-100","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_018-6","05.07.2023",2025-07-08 11:30:00,2025-07-08 10:10:00,"91",6,207.5,460451.25,949,3698,2315429.25,176706,5,210,"132",2,22.02,16.7684,19.6687,18.6227,18.5114,0.1113,0.03837534,0.076750681,"GLU",22.6666666666667,24.02,5.02057763986958,92090.25,33510.7798122078,23.0297013263532,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_019-1","Plate_019","0-5 cm","371(C2)0-5","(C2)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_019-1","05.07.2023",2025-07-08 11:50:00,2025-07-08 10:15:00,"88",1,253.5,473352,1121.75,5019.25,1545578.5,4852472.5,5,469,"371",2.02,22.05,21.3828,23.3844,22.6555,22.4975,0.158,0.078936851,0.159452438,"GLU",22.4166666666667,24.07,3.25457429143639,94670.4,1488305.99566704,484.902495859895,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_019-2","Plate_019","5-10 cm","371(C2)5-10","(C2)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_019-2","05.07.2023",2025-07-08 11:50:00,2025-07-08 10:15:00,"143",2,253.5,473352,1121.75,5272.75,1209863.5,2507682.25,5,470,"371",2.04,22.19,20.2138,21.8011,21.2843,21.2038,0.0805,0.050715051,0.103458703,"GLU",22.4166666666667,24.23,2.5448096765198,94670.4,982216.816765518,496.343565813155,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_019-3","Plate_019","20-30 cm","371(C2)20-30","(C2)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_019-3","05.07.2023",2025-07-08 11:50:00,2025-07-08 10:15:00,"18",3,253.5,473352,1121.75,6104.25,1678277.5,3402267.5,5,471,"371",2,22.05,16.245,18.5872,17.8191,17.7196,0.0995,0.042481428,0.084962855,"GLU",22.4166666666667,24.05,3.53262107269009,94670.4,960250.32476199,587.149529577126,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_019-4","Plate_019","40-50 cm","371(C2)40-50","(C2)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_019-4","05.07.2023",2025-07-08 11:50:00,2025-07-08 10:15:00,"161",4,203.25,471275.75,1342.25,5914.75,2152600,4068432.5,5,472,"371",2.04,22.03,17.7951,20.7641,19.9442,19.8205,0.1237,0.04166386,0.084994274,"GLU",22.4166666666667,24.07,4.55505136854591,94255.15,890528.647011829,546.218750772391,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_019-5","Plate_019","60-80 cm","371(C2)60-80","(C2)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_019-5","05.07.2023",2025-07-08 11:50:00,2025-07-08 10:15:00,"24",5,203.25,471275.75,1342.25,4343.5,2319447.5,613831.25,5,473,"371",2.05,22.03,17.9071,20.7197,20.0191,19.9351,0.084,0.029865605,0.06122449,"GLU",22.4166666666667,24.08,4.91241910919456,94255.15,122728.546170307,104.50300819874,"+1.5°C","Subsoil
(40-100 cm)"
